Gene1	Gene2	pdi	ppi
SIX3	WNT2B	1	0
SIX3	PRDM2	1	0
SIX3	RAE1	1	0
SIX3	BECN1	1	0
SIX3	B3GALT1	1	0
SIX3	CDC16	1	0
SIX3	HSPB3	1	0
SIX3	CCRL2	1	0
SIX3	CDY1	1	0
SIX3	CCPG1	1	0
SIX3	AKAP7	1	0
SIX3	RABGAP1L	1	0
SIX3	AKT3	1	0
SIX3	IKZF1	1	0
SIX3	KLF1	1	0
SIX3	FRMPD1	1	0
SIX3	BAT2L2	1	0
SIX3	PHF3	1	0
SIX3	MKRN2	1	0
SIX3	RAB38	1	0
SIX3	SMR3A	1	0
SIX3	TRIB2	1	0
SIX3	CARD10	1	0
SIX3	PLCE1	1	0
SIX3	TCEB3B	1	0
SIX3	AHI1	1	0
SIX3	ZNF415	1	0
SIX3	PCDHA5	1	0
SIX3	MUC13	1	0
SIX3	TRPC7	1	0
SIX3	LOC57399	1	0
SIX3	C8orf79	1	0
SIX3	SLAMF7	1	0
SIX3	PROL1	1	0
SIX3	HAPLN2	1	0
SIX3	BCAN	1	0
SIX3	DNAI2	1	0
SIX3	PLA2G2F	1	0
SIX3	WNK1	1	0
SIX3	ZNF665	1	0
SIX3	C7orf69	1	0
SIX3	EFCAB2	1	0
SIX3	RBM17	1	0
SIX3	TUBGCP5	1	0
SIX3	ZNF81	1	0
SIX3	HCRP1	1	0
SIX3	C9orf144	1	0
SIX3	LOC729164	1	0
HLTF	SOAT1	1	0
HLTF	SQLE	1	0
HLTF	SRP54	1	0
HLTF	WRB	1	0
HLTF	XRCC5	1	0
HLTF	YES1	1	0
HLTF	ZNF204P	1	0
HLTF	ZNF217	1	0
HLTF	LRP8	1	0
HLTF	SLBP	1	0
HLTF	FOSL1	1	0
HLTF	DGCR14	1	0
HLTF	ARID1A	1	0
HLTF	CUL4B	1	0
HLTF	CDC42BPA	1	0
HLTF	DEGS1	1	0
HLTF	PPAP2A	1	0
HLTF	RNGTT	1	0
HLTF	NRP1	1	0
HLTF	ST3GAL5	1	0
HLTF	SPHK1	1	0
HLTF	FUBP1	1	0
HLTF	NAE1	1	0
HLTF	CPNE3	1	0
HLTF	RAB7L1	1	0
HLTF	PAPSS1	1	0
HLTF	USP14	1	0
HLTF	MTMR4	1	0
HLTF	CYTH1	1	0
HLTF	TRIP12	1	0
HLTF	UBE4A	1	0
HLTF	TBPL1	1	0
HLTF	TP53I3	1	0
HLTF	AKAP12	1	0
HLTF	CTR9	1	0
HLTF	TTC35	1	0
HLTF	KIAA0513	1	0
HLTF	BCLAF1	1	0
HLTF	SCRN1	1	0
HLTF	KEAP1	1	0
HLTF	KIAA0196	1	0
HLTF	KIAA0415	1	0
HLTF	FAM20B	1	0
HLTF	HMGXB4	1	0
HLTF	DHRS2	1	0
HLTF	COQ7	1	0
HLTF	RASGRP2	1	0
HLTF	SF3B4	1	0
HLTF	AKAP8	1	0
HLTF	STAG1	1	0
HLTF	YAP1	1	0
HLTF	RBM14	1	0
HLTF	SYNCRIP	1	0
HLTF	ENOX2	1	0
HLTF	PAIP1	1	0
HLTF	PDLIM5	1	0
HLTF	STAG2	1	0
HLTF	WASF3	1	0
HLTF	MAPRE2	1	0
HLTF	PKIG	1	0
HLTF	WDHD1	1	0
HLTF	CHEK2	1	0
HLTF	XPOT	1	0
HLTF	RHOBTB3	1	0
HLTF	NLRP1	1	0
HLTF	ENPP4	1	0
HLTF	NCBP2	1	0
HLTF	KIFAP3	1	0
HLTF	SEPHS1	1	0
HLTF	SWAP70	1	0
HLTF	6-Sep	1	0
HLTF	NUP205	1	0
HLTF	RTF1	1	0
HLTF	ZCCHC14	1	0
HLTF	DMXL2	1	0
HLTF	SR140	1	0
HLTF	ARHGEF12	1	0
HLTF	KIAA0895	1	0
HLTF	KIAA0368	1	0
HLTF	ADNP	1	0
HLTF	TDRD7	1	0
HLTF	SRRM2	1	0
HLTF	PATZ1	1	0
HLTF	STX12	1	0
HLTF	GCA	1	0
HLTF	C1orf77	1	0
HLTF	GMEB2	1	0
HLTF	NBEA	1	0
HLTF	LYPD3	1	0
HLTF	IFT81	1	0
HLTF	GTPBP8	1	0
HLTF	BRD7	1	0
HLTF	STRN4	1	0
HLTF	GPSM2	1	0
HLTF	TNPO2	1	0
HLTF	HDGFRP3	1	0
HLTF	PLLP	1	0
HLTF	INSIG2	1	0
HLTF	C8orf55	1	0
HLTF	TAOK3	1	0
HLTF	ATP6V1D	1	0
HLTF	UBE2J1	1	0
HLTF	LIMA1	1	0
HLTF	TRIAP1	1	0
HLTF	C9orf156	1	0
HLTF	AZIN1	1	0
HLTF	OAZ3	1	0
HLTF	SEPX1	1	0
HLTF	DGCR8	1	0
HLTF	ELOVL2	1	0
HLTF	CMTM6	1	0
HLTF	BANP	1	0
HLTF	SLC25A38	1	0
HLTF	PHIP	1	0
HLTF	PLEKHB2	1	0
HLTF	ARMC1	1	0
HLTF	LRRC1	1	0
HLTF	SLC29A3	1	0
HLTF	C20orf29	1	0
HLTF	C5orf22	1	0
HLTF	MNS1	1	0
HLTF	MFN1	1	0
HLTF	IARS2	1	0
HLTF	C12orf11	1	0
HLTF	UBAP2	1	0
HLTF	TEX2	1	0
HLTF	C1GALT1	1	0
HLTF	CXCR7	1	0
HLTF	C6orf162	1	0
HLTF	RAP2C	1	0
HLTF	AVPI1	1	0
HLTF	C12orf44	1	0
HLTF	NXN	1	0
HLTF	GMCL1	1	0
HLTF	DDRGK1	1	0
HLTF	ZNF576	1	0
HLTF	DHX40	1	0
HLTF	MLF1IP	1	0
HLTF	NARS2	1	0
HLTF	CLMN	1	0
HLTF	FAM57A	1	0
HLTF	LY6G5C	1	0
HLTF	SNX27	1	0
HLTF	NETO2	1	0
HLTF	TMEM222	1	0
HLTF	ARFGAP2	1	0
HLTF	PCGF1	1	0
HLTF	OSBPL8	1	0
HLTF	OSBPL9	1	0
HLTF	TMEM30B	1	0
HLTF	ZNF384	1	0
HLTF	PTPLB	1	0
HLTF	DPY19L4	1	0
HLTF	MSL1	1	0
HLTF	FAM69A	1	0
HLTF	TMEM41B	1	0
HLTF	MICA	1	0
SMARCA4	BANF1	1	0
SMARCA4	NOLC1	1	0
SMARCA4	IKZF1	1	0
SMARCA4	HRH4	1	0
SNAPC4	TBP	1	0
SOX2	VAMP2	1	0
SOX2	TCF4	1	0
SOX2	TCF3	1	0
SOX2	TYRP1	1	0
SOX2	COL14A1	1	0
SOX2	PAX8	1	0
SOX2	BFSP2	1	0
SOX2	MYH13	1	0
SOX2	CCPG1	1	0
SOX2	MED14	1	0
SOX2	N4BP1	1	0
SOX2	DHX34	1	0
SOX2	RABGAP1L	1	0
SOX2	AKT3	1	0
SOX2	USH1C	1	0
SOX2	TIMM17A	1	0
SOX2	FBLN5	1	0
SOX2	MASP2	1	0
SOX2	LILRA2	1	0
SOX2	KAZ	1	0
SOX2	ETHE1	1	0
SOX2	CCDC19	1	0
SOX2	FGF20	1	0
SOX2	AK5	1	0
SOX2	CYTH4	1	0
SOX2	SIGLEC8	1	0
SOX2	BOLA1	1	0
SOX2	ZNF771	1	0
SOX2	IL23A	1	0
SOX2	SMCR7L	1	0
SOX2	PBRM1	1	0
SOX2	ZNF334	1	0
SOX2	LRTM1	1	0
SOX2	ALOXE3	1	0
SOX2	NYX	1	0
SOX2	SOX17	1	0
SOX2	TDRD3	1	0
SOX2	ARAP1	1	0
SOX2	DNAH2	1	0
SOX2	FRYL	1	0
SOX4	SPINT1	1	0
SOX4	SPTBN1	1	0
SOX4	TCF20	1	0
SOX4	TCOF1	1	0
SOX4	TCP1	1	0
SOX4	TFE3	1	0
SOX4	TXN	1	0
SOX4	TYK2	1	0
SOX4	UBE2D1	1	0
SOX4	VARS	1	0
SOX4	ZNF91	1	0
SOX4	ZBTB17	1	0
SOX4	VEZF1	1	0
SOX4	RNF113A	1	0
SOX4	ZFAND5	1	0
SOX4	RAB7A	1	0
SOX4	BRD3	1	0
SOX4	FXR1	1	0
SOX4	HIST1H4E	1	0
SOX4	DUSP11	1	0
SOX4	MADD	1	0
SOX4	SNX3	1	0
SOX4	SUCLG2	1	0
SOX4	ALKBH1	1	0
SOX4	RPL14	1	0
SOX4	GPRC5A	1	0
SOX4	USP14	1	0
SOX4	HGS	1	0
SOX4	ZW10	1	0
SOX4	CYTH2	1	0
SOX4	ITGB1BP1	1	0
SOX4	SRSF11	1	0
SOX4	PTER	1	0
SOX4	PPIG	1	0
SOX4	PRDX6	1	0
SOX4	TRAF4	1	0
SOX4	SLK	1	0
SOX4	TOMM20	1	0
SOX4	PSMD6	1	0
SOX4	RBM8A	1	0
SOX4	GOLGA5	1	0
SOX4	HNRPDL	1	0
SOX4	PDIA6	1	0
SOX4	HNRNPA3P1	1	0
SOX4	CNIH	1	0
SOX4	TXNDC9	1	0
SOX4	ZMPSTE24	1	0
SOX4	6-Mar	1	0
SOX4	TNIP1	1	0
SOX4	TFG	1	0
SOX4	CFDP1	1	0
SOX4	LYPLA1	1	0
SOX4	FAM3C	1	0
SOX4	SEC23B	1	0
SOX4	ARL6IP5	1	0
SOX4	TXNIP	1	0
SOX4	ATP5L	1	0
SOX4	GNB5	1	0
SOX4	NUDC	1	0
SOX4	PHTF1	1	0
SOX4	PLK2	1	0
SOX4	HSPH1	1	0
SOX4	PNRC1	1	0
SOX4	TMED10	1	0
SOX4	COPS5	1	0
SOX4	KDELR2	1	0
SOX4	CLASRP	1	0
SOX4	RASSF1	1	0
SOX4	WBP4	1	0
SOX4	SEC23IP	1	0
SOX4	PHLDA1	1	0
SOX4	HSPA4L	1	0
SOX4	NINL	1	0
SOX4	ZNF292	1	0
SOX4	SMC5	1	0
SOX4	DCUN1D4	1	0
SOX4	TBC1D9	1	0
SOX4	FAM175B	1	0
SOX4	SULF1	1	0
SOX4	BAT2L2	1	0
SOX4	KIAA0922	1	0
SOX4	FRAT2	1	0
SOX4	ITGB3BP	1	0
SOX4	TRAM1	1	0
SOX4	BRD4	1	0
SOX4	MORC3	1	0
SOX4	LEMD3	1	0
SOX4	RAB3GAP2	1	0
SOX4	MOBKL3	1	0
SOX4	RPL36	1	0
SOX4	FAM98A	1	0
SOX4	FBXO5	1	0
SOX4	CKAP2	1	0
SOX4	CHORDC1	1	0
SOX4	PELP1	1	0
SOX4	GHITM	1	0
SOX4	RPUSD2	1	0
SOX4	CACYBP	1	0
SOX4	SERP1	1	0
SOX4	HTATSF1	1	0
SOX4	METTL5	1	0
SOX4	BRD7	1	0
SOX4	SNX10	1	0
SOX4	CPSF1	1	0
SOX4	SERTAD3	1	0
SOX4	BAZ2B	1	0
SOX4	ERO1L	1	0
SOX4	TMED5	1	0
SOX4	MTERFD1	1	0
SOX4	CRNKL1	1	0
SOX4	POP5	1	0
SOX4	RNF138	1	0
SOX4	SLC38A2	1	0
SOX4	MIOS	1	0
SOX4	GNL3L	1	0
SOX4	ERCC6L	1	0
SOX4	CDCA4	1	0
SOX4	AGGF1	1	0
SOX4	TMEM33	1	0
SOX4	SETD5	1	0
SOX4	C4orf19	1	0
SOX4	ETNK1	1	0
SOX4	ZDHHC7	1	0
SOX4	ATF7IP	1	0
SOX4	DDX28	1	0
SOX4	RTN4	1	0
SOX4	SCYL3	1	0
SOX4	THOC2	1	0
SOX4	ZNF248	1	0
SOX4	GPR126	1	0
SOX4	SPC25	1	0
SOX4	MKL2	1	0
SOX4	MTUS1	1	0
SOX4	SQRDL	1	0
SOX4	TGIF2	1	0
SOX4	C5orf54	1	0
SOX4	MOAP1	1	0
SOX4	RMND5B	1	0
SOX4	RBM15	1	0
SOX4	PLEKHF2	1	0
SOX4	C14orf169	1	0
SOX4	MORC4	1	0
SOX4	GEMIN6	1	0
SOX4	ZC3H14	1	0
SOX4	SIKE1	1	0
SOX4	ARMC9	1	0
SOX4	C6orf62	1	0
SOX4	ISCA1	1	0
SOX4	ARID5B	1	0
SOX4	FAM86B1	1	0
SOX4	RHOT2	1	0
SOX4	YTHDC1	1	0
SOX4	OSBPL1A	1	0
SOX4	FAM168B	1	0
SOX4	APOOL	1	0
SOX4	WIPF2	1	0
SOX4	YIPF6	1	0
SOX4	C1orf175	1	0
SOX4	MAST4	1	0
SOX4	APITD1	1	0
SOX4	FAM102A	1	0
SOX4	SLC35E2B	1	0
SOX5	TCF4	1	0
SOX5	NKX2-1	1	0
SOX5	CRISP2	1	0
SOX5	UCP3	1	0
SOX5	COL14A1	1	0
SOX5	UTRN	1	0
SOX5	WNT1	1	0
SOX5	PAX8	1	0
SOX5	TCL1A	1	0
SOX5	WSCD2	1	0
SOX5	PGCP	1	0
SOX5	GNLY	1	0
SOX5	PDLIM5	1	0
SOX5	CYSLTR1	1	0
SOX5	LZTS1	1	0
SOX5	CELF3	1	0
SOX5	NPIPL3	1	0
SOX5	TSSK2	1	0
SOX5	PDE7B	1	0
SOX5	RDH8	1	0
SOX5	ADAM22	1	0
SOX5	PBRM1	1	0
SOX5	PRDM10	1	0
SOX5	LRTM1	1	0
SOX5	EPB41L4A	1	0
SOX5	NPVF	1	0
SOX5	C16orf58	1	0
SOX5	SLC30A5	1	0
SOX5	UGT2A3	1	0
SOX5	TMC5	1	0
SOX5	OR51E2	1	0
SOX5	MCFD2	1	0
SOX5	KHDRBS2	1	0
SOX5	PHACTR1	1	0
SOX9	NRIP1	1	0
SOX9	BHLHE40	1	0
SOX9	SLK	1	0
SOX9	FERMT2	1	0
SOX9	PSME4	1	0
SOX9	RRP12	1	0
SOX9	SIN3B	1	0
SOX9	FBXO40	1	0
SOX9	CDV3	1	0
SOX9	TMX4	1	0
SOX9	TRIB3	1	0
SOX9	LMF1	1	0
SOX9	LASS4	1	0
SOX9	RHBDF2	1	0
SOX9	SLC38A1	1	0
SOX9	CRISPLD2	1	0
SOX10	TBX1	1	0
SOX10	DYSF	1	0
SOX10	TM4SF5	1	0
SOX10	SLC4A7	1	0
SOX10	TAB1	1	0
SOX10	AAK1	1	0
SOX10	PADI4	1	0
SOX10	OR10H3	1	0
SOX10	C11orf21	1	0
SOX10	PCDHB17	1	0
SOX10	MBNL3	1	0
SOX10	KIDINS220	1	0
SOX10	CHP2	1	0
SOX10	C20orf195	1	0
SOX10	TMEM90B	1	0
SOX10	KLHL22	1	0
SP1	YWHAZ	1	0
SP1	ZNF207	1	0
SP1	DDX18	1	0
SP1	PRPF4B	1	0
SP1	CLINT1	1	0
SP1	LRIG2	1	0
SP1	SMG7	1	0
SP1	MED6	1	0
SP1	SPTLC1	1	0
SP1	EXOC5	1	0
SP1	SRSF10	1	0
SP1	NUDT21	1	0
SP1	XPO7	1	0
SP1	SLC35D1	1	0
SP1	SLITRK5	1	0
SP1	TOR1AIP1	1	0
SP1	C10orf137	1	0
SP1	HBP1	1	0
SP1	DROSHA	1	0
SP1	UBR5	1	0
SP1	ANAPC5	1	0
SP1	ZC3H15	1	0
SP1	YTHDC2	1	0
SP1	NADK	1	0
SP1	METT10D	1	0
SP1	PAQR6	1	0
SP1	ITCH	1	0
SP1	GLYR1	1	0
SP1	SSX2IP	1	0
SP2	ADAM17	1	0
SP2	TCF7L2	1	0
SP2	TCF12	1	0
SP2	CHAF1B	1	0
SP2	RUVBL1	1	0
SP2	PTPLA	1	0
SP2	PUM1	1	0
SP2	MPZL2	1	0
SP2	EIF1B	1	0
SP2	YAP1	1	0
SP2	PLA2G16	1	0
SP2	RASSF1	1	0
SP2	RAB3GAP1	1	0
SP2	FBXO21	1	0
SP2	TDRD7	1	0
SP2	PIK3R4	1	0
SP2	FOXP3	1	0
SP2	FAHD2A	1	0
SP2	GULP1	1	0
SP2	SIDT1	1	0
SP2	ZNF770	1	0
SP2	LRRC37A4	1	0
SP2	RBM22	1	0
SP2	C7orf44	1	0
SP2	MMP28	1	0
SP2	MLF1IP	1	0
SP2	C17orf101	1	0
SP2	CXorf40A	1	0
SP2	YIPF6	1	0
SP2	GOLGA8B	1	0
SP2	CXorf40B	1	0
SP3	TAF4	1	0
SP3	TIAL1	1	0
SP3	WEE1	1	0
SP3	YY1	1	0
SP3	VEZF1	1	0
SP3	COIL	1	0
SP3	BAZ1B	1	0
SP3	VAPA	1	0
SP3	MATR3	1	0
SP3	MAML1	1	0
SP3	IFI30	1	0
SP3	CHERP	1	0
SP3	RNASEH2A	1	0
SP3	RABAC1	1	0
SP3	NUDT4	1	0
SP3	RNF13	1	0
SP3	RBM16	1	0
SP3	SNW1	1	0
SP3	MED13L	1	0
SP3	KIAA0240	1	0
SP3	DCXR	1	0
SP3	DDX47	1	0
SP3	UBR5	1	0
SP3	C1orf9	1	0
SP3	REV1	1	0
SP3	CMPK1	1	0
SP3	WBP11	1	0
SP3	ARID4B	1	0
SP3	KDM3B	1	0
SP3	ATAD2B	1	0
SP3	PHIP	1	0
SP3	THUMPD1	1	0
SP3	ERBB2IP	1	0
SP3	GPR126	1	0
SP3	GOLPH3	1	0
SP3	SREK1	1	0
SP4	CCT3	1	0
SP4	RGS5	1	0
SP4	ARHGAP44	1	0
SP4	SUGP2	1	0
SP4	C10orf12	1	0
SPI1	SRD5A2	1	0
SPI1	STAC	1	0
SPI1	TBX5	1	0
SPI1	TNFAIP2	1	0
SPI1	TNS1	1	0
SPI1	GPR68	1	0
SPI1	ALDH1A2	1	0
SPI1	DLGAP1	1	0
SPI1	SORBS3	1	0
SPI1	BTN3A3	1	0
SPI1	C6orf108	1	0
SPI1	LILRB4	1	0
SPI1	LILRA2	1	0
SPI1	CD300A	1	0
SPI1	KIAA0894	1	0
SPI1	LIMCH1	1	0
SPI1	NFASC	1	0
SPI1	MAST2	1	0
SPI1	ANGEL1	1	0
SPI1	ARL2BP	1	0
SPI1	TIAM2	1	0
SPI1	MACROD1	1	0
SPI1	CALY	1	0
SPI1	COPZ2	1	0
SPI1	RTEL1	1	0
SPI1	SAMD9	1	0
SPI1	DPP8	1	0
SPI1	LIME1	1	0
SPI1	TMEM161A	1	0
SPI1	NSFL1C	1	0
SPI1	JPH2	1	0
SPI1	SAMSN1	1	0
SPI1	PARP8	1	0
SPI1	HHIPL2	1	0
SPI1	FLJ21369	1	0
SPI1	TNIP3	1	0
SPI1	POF1B	1	0
SPI1	TRAF3IP3	1	0
SPI1	CFHR5	1	0
SPI1	TRIM5	1	0
SPI1	ASB9	1	0
SPI1	LOC100129648	1	0
SPIB	STAU1	1	0
SPIB	SMC3	1	0
SPIB	DLC1	1	0
SPIB	LRRN2	1	0
SPIB	PLCH1	1	0
SPIB	RBFOX2	1	0
SPIB	HSPB7	1	0
SPIB	APBB1IP	1	0
SPIB	BNC2	1	0
SPIB	BEST2	1	0
SPIB	ARMC9	1	0
SREBF1	SRP54	1	0
SREBF1	STXBP1	1	0
SREBF1	TIAM1	1	0
SREBF1	TMPO	1	0
SREBF1	TPD52L1	1	0
SREBF1	UBE2D3	1	0
SREBF1	UBE2L3	1	0
SREBF1	UCP2	1	0
SREBF1	VDR	1	0
SREBF1	PCGF2	1	0
SREBF1	ZNF148	1	0
SREBF1	ARID1A	1	0
SREBF1	BCAR3	1	0
SREBF1	DHX16	1	0
SREBF1	CUL1	1	0
SREBF1	ASMTL	1	0
SREBF1	SNX4	1	0
SREBF1	NAPG	1	0
SREBF1	HIP1R	1	0
SREBF1	LPAR2	1	0
SREBF1	DEDD	1	0
SREBF1	LRRFIP1	1	0
SREBF1	NMT2	1	0
SREBF1	PDE4DIP	1	0
SREBF1	SLC25A44	1	0
SREBF1	KIAA0226	1	0
SREBF1	MATR3	1	0
SREBF1	DAZAP2	1	0
SREBF1	KIAA0415	1	0
SREBF1	TMCC2	1	0
SREBF1	DHRS2	1	0
SREBF1	APBB3	1	0
SREBF1	TFG	1	0
SREBF1	WARS2	1	0
SREBF1	TUBGCP3	1	0
SREBF1	HAX1	1	0
SREBF1	TIMM44	1	0
SREBF1	HTATIP2	1	0
SREBF1	PAIP1	1	0
SREBF1	STAG2	1	0
SREBF1	RAI2	1	0
SREBF1	WASF3	1	0
SREBF1	TRAFD1	1	0
SREBF1	SRSF8	1	0
SREBF1	C14orf1	1	0
SREBF1	NUDT3	1	0
SREBF1	PADI2	1	0
SREBF1	PACSIN2	1	0
SREBF1	COBLL1	1	0
SREBF1	MLXIP	1	0
SREBF1	ZHX2	1	0
SREBF1	NCBP2	1	0
SREBF1	ARHGAP26	1	0
SREBF1	ATG2A	1	0
SREBF1	UBXN4	1	0
SREBF1	COBL	1	0
SREBF1	USP22	1	0
SREBF1	PSD3	1	0
SREBF1	PPP1R13B	1	0
SREBF1	DICER1	1	0
SREBF1	TMEM184B	1	0
SREBF1	ABTB2	1	0
SREBF1	DFNB31	1	0
SREBF1	RCHY1	1	0
SREBF1	TOR1AIP1	1	0
SREBF1	SNX5	1	0
SREBF1	ZNF330	1	0
SREBF1	MRPL42	1	0
SREBF1	ABT1	1	0
SREBF1	GPSM2	1	0
SREBF1	HDGFRP3	1	0
SREBF1	NMD3	1	0
SREBF1	APIP	1	0
SREBF1	DCTN4	1	0
SREBF1	ATP6V1D	1	0
SREBF1	UBE2J1	1	0
SREBF1	UFC1	1	0
SREBF1	LUC7L2	1	0
SREBF1	HSPB11	1	0
SREBF1	SSH3	1	0
SREBF1	FKBP14	1	0
SREBF1	HEATR1	1	0
SREBF1	UBE2W	1	0
SREBF1	GALNT10	1	0
SREBF1	NUP133	1	0
SREBF1	AGK	1	0
SREBF1	UBAP2	1	0
SREBF1	RNF114	1	0
SREBF1	MDM1	1	0
SREBF1	CCDC47	1	0
SREBF1	NXN	1	0
SREBF1	GINS3	1	0
SREBF1	MRPL9	1	0
SREBF1	REEP1	1	0
SREBF1	C8orf33	1	0
SREBF1	MLPH	1	0
SREBF1	NAA40	1	0
SREBF1	WLS	1	0
SREBF1	FAM117A	1	0
SREBF1	FAM125B	1	0
SREBF1	STRA13	1	0
SREBF1	8-Mar	1	0
SREBF2	TCOF1	1	0
SREBF2	TTC4	1	0
SREBF2	WEE1	1	0
SREBF2	SF1	1	0
SREBF2	ZNF76	1	0
SREBF2	ST8SIA4	1	0
SREBF2	SYMPK	1	0
SREBF2	ARID1A	1	0
SREBF2	ULK1	1	0
SREBF2	SOAT2	1	0
SREBF2	KHSRP	1	0
SREBF2	SLC25A12	1	0
SREBF2	C5orf13	1	0
SREBF2	TNK2	1	0
SREBF2	MRPS31	1	0
SREBF2	SAP18	1	0
SREBF2	COX4NB	1	0
SREBF2	CNPY2	1	0
SREBF2	CCT2	1	0
SREBF2	KDELR2	1	0
SREBF2	CLSTN1	1	0
SREBF2	CTDNEP1	1	0
SREBF2	PLXNB2	1	0
SREBF2	CBY1	1	0
SREBF2	CIZ1	1	0
SREBF2	RHBDD3	1	0
SREBF2	LSM14A	1	0
SREBF2	INTS1	1	0
SREBF2	C2orf24	1	0
SREBF2	PELP1	1	0
SREBF2	PNMA3	1	0
SREBF2	MTERFD1	1	0
SREBF2	ZNF580	1	0
SREBF2	MED15	1	0
SREBF2	HAO1	1	0
SREBF2	TMEM214	1	0
SREBF2	TUG1	1	0
SREBF2	TRMT61B	1	0
SREBF2	TBCCD1	1	0
SREBF2	SLC38A7	1	0
SREBF2	SLC25A40	1	0
SREBF2	PMEPA1	1	0
SREBF2	PRDM10	1	0
SREBF2	ABHD6	1	0
SREBF2	RHBDF1	1	0
SREBF2	NUP37	1	0
SREBF2	OBFC2B	1	0
SREBF2	APOO	1	0
SREBF2	C17orf42	1	0
SREBF2	GLTPD1	1	0
SREBF2	LMNB2	1	0
SREBF2	C1orf175	1	0
SREBF2	AGRN	1	0
SRF	TACR1	1	0
SRF	TBL1X	1	0
SRF	PRDX2	1	0
SRF	TFAM	1	0
SRF	TRAPPC10	1	0
SRF	TTC4	1	0
SRF	WIPF1	1	0
SRF	ZNF133	1	0
SRF	ARID1A	1	0
SRF	EEA1	1	0
SRF	NCK2	1	0
SRF	MYOM1	1	0
SRF	SUCLG1	1	0
SRF	CDC16	1	0
SRF	TM4SF5	1	0
SRF	DLGAP1	1	0
SRF	CCPG1	1	0
SRF	ITGB1BP1	1	0
SRF	ARHGEF10	1	0
SRF	LRRC14	1	0
SRF	SLK	1	0
SRF	EPM2AIP1	1	0
SRF	UBAP2L	1	0
SRF	AMMECR1	1	0
SRF	EIF1	1	0
SRF	RGS19	1	0
SRF	NEBL	1	0
SRF	CCT2	1	0
SRF	SLC12A7	1	0
SRF	NFAT5	1	0
SRF	TOMM34	1	0
SRF	TMED10	1	0
SRF	FERMT2	1	0
SRF	BTN2A1	1	0
SRF	RASSF1	1	0
SRF	TMCC1	1	0
SRF	ZNF292	1	0
SRF	RAP1GAP2	1	0
SRF	SULF1	1	0
SRF	RIMBP2	1	0
SRF	PRKD3	1	0
SRF	C20orf103	1	0
SRF	C1orf77	1	0
SRF	NAT9	1	0
SRF	VPS33B	1	0
SRF	BBC3	1	0
SRF	GPKOW	1	0
SRF	CHCHD8	1	0
SRF	ARMCX1	1	0
SRF	IL23A	1	0
SRF	BCL11A	1	0
SRF	SASH3	1	0
SRF	GPN2	1	0
SRF	CHCHD3	1	0
SRF	DET1	1	0
SRF	AGGF1	1	0
SRF	TBCCD1	1	0
SRF	DNAH3	1	0
SRF	YEATS2	1	0
SRF	LUC7L	1	0
SRF	DCP1A	1	0
SRF	VPS11	1	0
SRF	UNC45A	1	0
SRF	WDR45L	1	0
SRF	BBX	1	0
SRF	SCYL3	1	0
SRF	THOC2	1	0
SRF	SNX6	1	0
SRF	C5orf54	1	0
SRF	CXorf56	1	0
SRF	SAMSN1	1	0
SRF	DCTPP1	1	0
SRF	PPDPF	1	0
SRF	RIN3	1	0
SRF	SLC35E1	1	0
SRF	C7orf69	1	0
SRF	TRAF3IP3	1	0
SRF	TUBA1C	1	0
SRF	SCIN	1	0
SRF	G6PC3	1	0
SRF	TRMT61A	1	0
SRF	FAM129A	1	0
SRF	ASB8	1	0
SRF	8-Mar	1	0
SRF	CDRT1	1	0
SRF	AGRN	1	0
SRF	SDHAF1	1	0
SRF	NBPF10	1	0
STAT1	TCF3	1	0
STAT1	DYNLT3	1	0
STAT1	TFRC	1	0
STAT1	TRAPPC10	1	0
STAT1	TMPRSS2	1	0
STAT1	TPD52L1	1	0
STAT1	DNAJC7	1	0
STAT1	UBE2L3	1	0
STAT1	YWHAB	1	0
STAT1	ZNF14	1	0
STAT1	ZNF24	1	0
STAT1	ZNF148	1	0
STAT1	ZBTB17	1	0
STAT1	IKBKAP	1	0
STAT1	IFITM1	1	0
STAT1	MAPKAPK5	1	0
STAT1	CDC14B	1	0
STAT1	CDK10	1	0
STAT1	PDXK	1	0
STAT1	CFLAR	1	0
STAT1	ATP6V0E1	1	0
STAT1	UBE2M	1	0
STAT1	PRC1	1	0
STAT1	ATG12	1	0
STAT1	SYNGR2	1	0
STAT1	REPS2	1	0
STAT1	TBRG4	1	0
STAT1	CYTH2	1	0
STAT1	ISG15	1	0
STAT1	PDE4DIP	1	0
STAT1	DOCK4	1	0
STAT1	KIAA0101	1	0
STAT1	TBC1D5	1	0
STAT1	DAZAP2	1	0
STAT1	DDX46	1	0
STAT1	DGCR2	1	0
STAT1	FRAT1	1	0
STAT1	YAF2	1	0
STAT1	PCGF3	1	0
STAT1	IRF9	1	0
STAT1	YAP1	1	0
STAT1	FAM3C	1	0
STAT1	ERLIN1	1	0
STAT1	RBCK1	1	0
STAT1	ATP5L	1	0
STAT1	PLK4	1	0
STAT1	RAI2	1	0
STAT1	EBNA1BP2	1	0
STAT1	YWHAQ	1	0
STAT1	UBE2C	1	0
STAT1	BTN2A1	1	0
STAT1	RASSF1	1	0
STAT1	ATXN2L	1	0
STAT1	KLHL2	1	0
STAT1	ENPP4	1	0
STAT1	ANKRD6	1	0
STAT1	MSRB2	1	0
STAT1	ACIN1	1	0
STAT1	PALLD	1	0
STAT1	ENDOD1	1	0
